,title
1232,南北两房，全明户型， 视野开阔，采光全天无遮档
1233,三南+双阳台+动迁房少税费 位置安静 地铁步行方便
1234,中大南北通正三房，带车位，大金空调，临别墅视野开阔
1235,满五唯一，诚意出售，价格可谈，房型好看房方便
1236,满5唯一没有个税 楼层好 采光好 产权清晰
1237,杨思前滩+南江苑三房朝南+位置好+看房方便
1238,满五唯一，南北户型，楼层好，价格低，房东诚心卖
1239,西边套带天井 居家装修 采光充足 全明户型 交通便利.
1240,普陀一梯两户双南双阳台两房 非顶楼采光好 寻有缘人
1241,聚丰景都三房，业主诚意出售，交通便捷
1242,世博家园八街坊+电梯高层原始三房
1243,金沙雅苑南北通透两房+50W精装+满五唯一
1244,用心选房，中间楼层的双南两房，五年不唯一，诚意卖
1245,别墅品质社区 经典两房大阳台 看房方便
1246,满五唯一 电梯高楼层 南北通 有车位 独。家委托
1247,小区环境好，视野开阔，配套设施齐生活居住的选择。
1248,阳光翠庭 1室2厅 270万
1249,地铁900米小区中间位置中间楼层中城苑南北房型带装修
1250,满五二房 近翼生活 +沃尔玛 +万达电影院+医院
1251,电梯房 70年产权住宅 500万精装修 独y无二地铁口房
1252,电梯两房，采光很棒，近地铁，低楼层
1253,厨卫全明，南北通风，楼层好，视野宽阔，采光好
1254,满五唯一 双南两房 采光好 近地铁  诚意出售
1255,品质嘉御庭旁-出门即是超市-全明户型-采光好-随时看房
1256,近地铁小两房一门关 业主急售看房方便
1257,陆家嘴滨江边，教授福利分房，一梯两户，干净清爽
1258,店长推荐：满五唯一 全明户型 诚意出售 看房随时
1259,满五唯一，低楼层低总价，小户型，配套成熟近地铁
1260,全屋地暖 精装修 拎包入住 满5唯一税费少 人车分流
1261,毛坯中高楼层，一室一厅房型整齐，前无遮挡诚心出售
1262,婚房装修，拎包入住，满五唯一，无个税，进出小区方便
1263,70年产权小户型 满五唯一 税费少 可直接拎包入住
1264,嘉华苑地铁580米，多层三楼，满五唯一
1265,楼层低，装修好，业主诚意出售。
1266,小区环境好居住舒适，高楼层，采光通风好，户型房正
1267,耀江两房+双卫户型+全南中庭景观+满五V一+看房方便
1268,桥一小区 2室1厅 436万
1269,此房买进价高！税费低！带20平花园！业主诚意出售！
1270,梓树园小白楼，三开间朝南，满五唯一，业主诚售
1271,一手动迁  满五唯一   经典大C户型  近地铁 诚意售
1272,小区里就有闵行区公立一级幼儿园-佳佳幼儿园
1273,《南北两房》《一梯三户 》《近地铁》《配套齐全》
1274,南北户型，普宅，小区位置不靠马路，总价低，诚意出售
1275,高区看体馆   +  满五唯一  +  看房方便
1276,蔚蓝城市单号采光没有遮挡 精装修的两房
1277,双南户型房源+二手买进税费少+位置 采光好+看房方便
1278,13号线地铁+2010年房龄+电梯+不靠高架+低总价+看房
1279,经典双南户型 公园位置  居家装修 拎包入住
1280,远离高架，视野开阔，业主诚心出售。看房随时方便。
1281,三林版块+经典一室两厅+品质社区+诚意出售
1282,标准3房2厅2卫，适合各个年龄段客户，配套齐。
1283,好房子诚意出售；抢手好房千万不要错过，期待有缘的您
1284,满五唯一，南北通透，东华在畔，靠别墅，景观楼层。
1285,荣乐一房 中间楼层 总价低  格局灵动 业主诚意出售
1286,静安寺地铁+朝南一室户+业主急售
1287,5楼双南全明2房，位置安静采光好！4、12号线大连路站
1288,楼层好，视野开阔，配套设施齐全，采光佳。
1289,园西小区 2室1厅 235万
1290,新上好房源 户型正气 精装修两房 七号线场中路
1291,玉田新村 1室0厅 152万
1292,张江南板块，近11号线秀沿路，满五年，诚心出售随时看
1293,电梯精装修，近地铁临公园，延吉示范性小区，正对花园
1294,菊园次顶楼全明户型两房，层高3.2米通风好业主诚意卖
1295,满五唯一税费少，楼层好，业主自住保养不错
1296,东都小区 两室一厅 采光好 精装修 距离地铁一公里
1297,满五年大C户型、精装修高区景观楼层，品质小区近地铁
1298,次新刚需1房，近17号线，沿河景观房，临宝龙诚售
1299,汇、师、精品好房！品质外销！满五唯一精装修！
1300,陆家嘴+内环内+满五唯一+普通住宅+交易成本低
1301,满五唯一，高区采光好，双地铁，装修好，诚意出售
1302,A+好房推荐+一梯两户+双南户型+中间楼层+诚意卖
1303,2代可同堂，3室2卫全明，高区南北通，直达灵石公园。
1304,满五年税少，南北通户型，采光无遮挡，视野宽阔
1305,位置好  楼层好  税费少  小三房户型好  诚意出售
1306,内环内 精装一房 房型好采光佳 交通便捷 全明户型
1307,高区、全明+视野开阔、看江景+户型方正、税费少
1308,爆！ 爆！ 爆！精装修，满五唯一，带挑空阁楼
1309,近地铁，靠中环高区景观两南一北大三房，位置好采光佳
1310,烫金地段+三线交汇+商圈配套齐全+高区+钥匙房+诚意卖
1311,房改售房，景观楼层，南北全明户型，随时看房
1312,咨询秒回，高区看江，四开间朝南，屋况好，看房方便
1313,小区中间位置，楼层好，采光好，通风好
1314,浦东唐镇 南北朝向 一手动迁 不靠道路 户型方正
1315,逸仙一村 1室1厅 180万
1316,房子一手动迁税费少，户型南北，配套齐全，交通便利
1317,小区安静房型方正   双卧朝南   楼层好
1318,清水毛坯，中间楼层，采光佳，近幼儿园，看房方便。
1319,人车分流  品质小区 视野宽阔 采光充足 配套齐全
1320,小区花园位置，视野开阔，中楼层，采光好，通风佳
1321,康桥前滩张江+多层二楼+南北通+位置安静飘窗+业主急售
1322,徐家汇两南一北大三房，品质公房，小区整洁，诚意出售
1323,业主诚售，售后公房，边套全明，楼层好双阳台。
1324,一首动迁满五年唯一+非顶楼非底楼+龙阳路CBD
1325,设计师设计丨方正居家丨楼层优越丨视野很棒，法式梧桐
1326,仁恒顶楼大复式带车位， 品质装修 看房方便 湖景房
1327,Key 飞机 飞机 飞机户型 房龄2010年建  Amazing
1328,14年近内环依水品质小区，商场菜场超市医院近在咫尺
1329,满五唯一售后公房边套全明双南两房
1330,2011年次新小区，飞机大三房，南北直通，诚意出售
1331,精装修 户型方正 11号线 诚意出售 厨卫全明
1332,低总价地铁三房，边套全明，诚意出售 满五年电梯房
1333,瞧一瞧，看一看，您往这里瞅一瞅，次新电梯房停车方便
1334,内环次顶楼电梯房，东南户型，视野开阔，看黄浦江
1335,上海实验幼儿园加持，双南通透正规厅，有钥匙看房方便
1336,你们要的没有缺点的房子来了！！！中远巨好四房！
1337,金茂府三期，钥匙房采光明亮科技住宅，没有人居住过。
1338,二期楼往3房。一梯一户。高区南北通。有车位税费低
1339,南京西路老公寓、产权房、价格可谈、诚意出售
1340,运营店长推荐+楼层好采光好 户型好 有车位
1341,科技住宅 节能环保  四季如春 天然氧吧 视野宽阔
1342,绿地蔷薇九里(公寓) 3室2厅 388万
1343,电梯花园洋房 环境优质 生活舒适
1344,协和大厦 3室2厅 709万
1345,视野好 售后公房 满五年唯一 少税 业主诚意出售
1346,大悦城明楼盘 8/12号线双轨交通飞机户型  高区无遮挡
1347,静安寺商圈+售后公房+次顶楼+链家钥匙房源
1348,此房满五，南北通格局，采光好，位置好，交通便利。
1349,全南户型+会所+顶复+阁楼  精装修 采光好
1350,万科通风两房，多层二楼带露台，满五唯一有钥匙，随时
1351,满五唯一，有钥匙随时看房，西边套采光好
1352,2015年房龄 高区南北通三房 精装ZY空调 有车位
1353,新出高荣小区，全南两房一厅，精装修采光和视野好
1354,新上高区大三房视野开阔  南北直通 业主置换诚意出售
1355,远洋7号 精装三房 高楼层 近地铁 配套成熟 人车分流
1356,业主急售+八号线西藏北路站+双南两室户+随时看房
1357,配套完善，繁华地段，交通便利，总价低
1358,地铁大两房 du家房源 单价五万六 不靠马路
1359,看房随时+静安寺+中间楼层采光佳+诚意出售
1360,1号线地铁口，税费少，奢阔四房，有产权车位，视野好
1361,2梯2户 不靠高架 咫尺南京路 雕塑公园里 诚意出售
1362,满五唯一 品质小区  双轨交 近金桥广场 配套完善
1363,丰庄一村小户型好房，户型方正，采光通风良好。
1364,此房房东诚意出售，看房方便，朝南一室户。
1365,拎包入住，17年婚房装修，南北通两房， 恒德花苑
1366,全明格局，楼层好，采光充足，视野开阔
1367,此房满五唯一，近地铁9号线，配套齐全
1368,70年产权住宅 山鑫公寓 正气两房 南北通
1369,小区中间位置，满五唯一，低总价，看房方便
1370,保利二期临河，闹中取静，精装修，
1371,杨思前滩＋商品房＋南北通透+视野开阔+配套成熟
1372,老牌豪 宅.一梯两户.满五唯一.近地铁.配套齐全。
1373,旭辉广场旁，北洋泾站，中间楼层，不对口 进才
1374,新静安区，近地铁1号线彭浦新村站，低总价一室户
1375,【泗泾品质好房】楼层好，落地窗，随时可看。
1376,（无任何税费）四条地铁交错，全南精装全明两房，可看
1377,全 日月户型，双南两房采光好，精装修，拎包入住
1378,大三房二卫，低总价，居家装修，带露台，南北通，诚售
1379,中间楼层一居室，业主诚意出售看房有钥匙
1380,整层新里，一门关全独用，精装修
1381,虹口足球场站 8号线3号线 两室 龙之梦商圈 配套齐全
1382,淮海中路吴兴路 高区小三房 采光通风全天不挡 急卖
1383,一楼带花园  品质洋房社区 产权清晰 随时可看
1384,满五唯一税少  楼层位置佳  小区环境好 户型正气
1385,奥林匹克花园 1室1厅 245万
1386,精装2年（双南户型）+近地铁1号线+诚意出售
1387,次新房，精装带地暖，高区视野，有车位，满2年税费少
1388,一楼一房带大天井，满五唯一诚心出售，看房联系维护人
1389,非顶楼内环边 非顶楼 采光无忧，通风好，3/4号中潭路
1390,小区中间位置  三开间朝南诚意出售
1391,临地铁，好學校，南北通透大三房，电梯高层，业主急售
1392,双轨+一梯两户+没有增值税+没有个税+采光好全明
1393,业主vip房源 高信任度 南北通精装修 满两年诚售价可谈
1394,楼层合适，出行方便，位置合适，户型正
1395,全朝南 大两房 楼层高 房型好 别墅景观 近地铁
1396,保利佳苑 2室1厅 240万
1397,聚缘南庭  业主诚心出售  户型全南 适合居住
1398,三大广场 近18号线 康实 电梯两房 楼层和视野都不错
